id,awb,courier,date,weight,zone,amount,cod,status
4113060,500623293023,Trackon,2026-08-08,0.5,Goa,31.86,0.0,in_transit
4113061,77117075173,BlueDart,2026-08-08,0.25,Andhra Pradesh,34.69,0.0,in_transit
4113062,DBLP0000035621,Ekart Logistics,2026-08-08,4.0,Odisha,79.06,0.0,in_transit
4113063,26022370058594,Shree Maruti,2026-08-08,0.5,Gujarat,23.6,0.0,pending
4113064,7D135999528,DTDC,2026-08-08,2.0,Tamil Nadu,66.08,0.0,in_transit
4113065,500704183952,Trackon,2026-08-08,2.0,Punjab,54.28,0.0,in_transit
4113066,7D135999529,DTDC,2026-08-08,2.0,Maharashtra,66.08,0.0,in_transit
4113067,77117075184,BlueDart,2026-08-08,0.03,Maharashtra,34.69,0.0,in_transit
4113068,77117075195,BlueDart,2026-08-08,0.25,Uttar Pradesh,34.69,0.0,in_transit
4113069,7D135999530,DTDC,2026-08-08,1.0,Bihar,51.92,0.0,in_transit
4113070,500704183916,Trackon,2026-08-08,3.0,Chhattisgarh,54.28,0.0,in_transit
4113072,77117075206,BlueDart,2026-08-08,1.0,Rajasthan,43.37,0.0,in_transit
4113071,26022370058595,Shree Maruti,2026-08-08,1.0,Gujarat,23.6,0.0,delivered
4113073,26022370058596,Shree Maruti,2026-08-08,0.06,Gujarat,23.6,0.0,in_transit
4113074,26022370058597,Shree Maruti,2026-08-08,0.5,Gujarat,23.6,0.0,in_transit
4113075,31150410374415,Delhivery,2026-08-08,1.0,Chhattisgarh,84.96,0.0,in_transit
4113076,7D135999531,DTDC,2026-08-08,1.0,Rajasthan,51.92,0.0,in_transit
4113077,7D135999535,DTDC,2026-08-08,0.25,Chhattisgarh,29.5,0.0,in_transit
4113078,500704183943,Trackon,2026-08-08,3.0,Karnataka,54.28,0.0,in_transit
4113079,26022370058598,Shree Maruti,2026-08-08,1.5,Gujarat,44.84,0.0,in_transit
4113081,7D135999532,DTDC,2026-08-08,2.0,Punjab,66.08,0.0,pending
4113080,77117075210,BlueDart,2026-08-08,0.03,Karnataka,34.69,0.0,in_transit
4113082,77117075221,BlueDart,2026-08-08,1.0,Kerala,43.37,0.0,in_transit
4113083,500623293041,Trackon,2026-08-08,0.5,Delhi,31.86,0.0,in_transit
4113085,DBLP0000035623,Ekart Logistics,2026-08-08,8.0,Tamil Nadu,149.86,0.0,pending
4113084,7D135999536,DTDC,2026-08-08,0.5,Rajasthan,29.5,0.0,in_transit
4113086,7D135999533,DTDC,2026-08-08,2.0,Karnataka,66.08,0.0,in_transit
4113087,500704183925,Trackon,2026-08-08,3.0,Delhi,54.28,0.0,in_transit
4113088,77117075232,BlueDart,2026-08-08,2.0,Delhi,64.43,0.0,in_transit
4113089,7D135999534,DTDC,2026-08-08,1.5,Rajasthan,66.08,0.0,in_transit
4113090,DBLP0000035625,Ekart Logistics,2026-08-08,4.0,Bihar,79.06,0.0,pending
4113091,77117075243,BlueDart,2026-08-08,0.2,Uttar Pradesh,34.69,0.0,in_transit
4113092,77117079325,BlueDart,2026-08-08,0.25,Kerala,34.69,0.0,in_transit
4113093,77117079336,BlueDart,2026-08-08,1.0,West Bengal,43.37,0.0,in_transit
4113094,26022370058599,Shree Maruti,2026-08-08,0.21,Gujarat,23.6,0.0,delivered
4113095,77117079340,BlueDart,2026-08-08,0.5,Maharashtra,34.69,0.0,in_transit
4113096,500704183988,Trackon,2026-08-08,1.5,Bihar,54.28,0.0,in_transit
4113097,7D135999537,DTDC,2026-08-08,2.0,West Bengal,66.08,0.0,in_transit
4113098,77117079351,BlueDart,2026-08-08,0.07,Andhra Pradesh,34.69,0.0,in_transit
4113099,77117079362,BlueDart,2026-08-08,0.25,West Bengal,34.69,0.0,in_transit
4113100,DBLP0000035627,Ekart Logistics,2026-08-08,7.0,Madhya Pradesh,132.16,0.0,in_transit
4113101,77117079373,BlueDart,2026-08-08,1.0,West Bengal,43.37,0.0,in_transit
4113102,SSRP7163908695,ShipRocket,2026-08-08,0.25,Kerala,29.5,0.0,in_transit
4113103,26022370058600,Shree Maruti,2026-08-08,0.1,Gujarat,23.6,0.0,pending
4113104,7D135999546,DTDC,2026-08-08,2.0,Bihar,66.08,0.0,in_transit
4113105,7D135999538,DTDC,2026-08-08,1.0,Kerala,51.92,0.0,in_transit
4113106,SSRP7164652508,ShipRocket,2026-08-08,0.19,Uttar Pradesh,29.5,0.0,in_transit
4113107,77117079384,BlueDart,2026-08-08,0.5,Madhya Pradesh,34.69,0.0,in_transit
4113108,77117079395,BlueDart,2026-08-08,0.21,Tamil Nadu,34.69,0.0,in_transit
4113109,77117079406,BlueDart,2026-08-08,2.0,Karnataka,64.43,0.0,in_transit
4113110,26022370058601,Shree Maruti,2026-08-08,0.25,Gujarat,23.6,0.0,pending
4113111,500704183970,Trackon,2026-08-08,3.0,Madhya Pradesh,54.28,0.0,in_transit
4113112,7D135999539,DTDC,2026-08-08,3.0,Tamil Nadu,79.06,0.0,pending
4113113,DBLP0000035629,Ekart Logistics,2026-08-08,4.0,Uttar Pradesh,79.06,0.0,in_transit
4113114,DBLP0000035631,Ekart Logistics,2026-08-08,4.0,Karnataka,79.06,0.0,in_transit
4113115,77117079410,BlueDart,2026-08-08,1.0,Uttar Pradesh,43.37,0.0,in_transit
4113116,DBLP0000035633,Ekart Logistics,2026-08-08,4.0,Kerala,79.06,0.0,in_transit
4113117,77117079421,BlueDart,2026-08-08,0.09,Maharashtra,34.69,0.0,in_transit
4113118,77117079432,BlueDart,2026-08-08,0.5,Delhi,34.69,0.0,in_transit
4113119,77117079443,BlueDart,2026-08-08,0.25,Maharashtra,34.69,0.0,in_transit
4113120,7D135999540,DTDC,2026-08-08,2.0,Karnataka,66.08,0.0,in_transit
4113121,77117079454,BlueDart,2026-08-08,0.5,Uttar Pradesh,34.69,0.0,pending
4113122,7D135999541,DTDC,2026-08-08,2.0,Delhi,66.08,0.0,pending
4113123,500704183997,Trackon,2026-08-08,3.0,Karnataka,54.28,0.0,in_transit
4113124,77117079465,BlueDart,2026-08-08,1.0,Haryana,43.37,0.0,in_transit
4113125,77117079476,BlueDart,2026-08-08,0.03,West Bengal,34.69,0.0,in_transit
4113127,7D135999542,DTDC,2026-08-08,3.0,West Bengal,79.06,0.0,pending
4113126,77117079480,BlueDart,2026-08-08,0.16,Madhya Pradesh,34.69,0.0,in_transit
4113128,7D135999543,DTDC,2026-08-08,1.0,Haryana,51.92,0.0,pending
4113129,77117079491,BlueDart,2026-08-08,0.07,Telangana,34.69,0.0,in_transit
4113130,77117079502,BlueDart,2026-08-08,0.25,Karnataka,34.69,0.0,in_transit
4113131,77117079513,BlueDart,2026-08-08,0.2,Maharashtra,34.69,0.0,in_transit
4113132,77117079524,BlueDart,2026-08-08,0.25,Maharashtra,34.69,0.0,in_transit
4113133,77117079535,BlueDart,2026-08-08,0.01,Andhra Pradesh,34.69,0.0,in_transit
4113134,77117079546,BlueDart,2026-08-08,0.25,Uttar Pradesh,34.69,0.0,in_transit
4113135,77117079550,BlueDart,2026-08-08,0.25,Maharashtra,34.69,0.0,pending
4113136,77117079561,BlueDart,2026-08-08,1.0,Andhra Pradesh,43.37,0.0,in_transit
4113137,77117079572,BlueDart,2026-08-08,1.0,Delhi,43.37,0.0,in_transit
4113138,31150310672895,Delhivery,2026-08-08,0.5,Andhra Pradesh,36.58,0.0,pending
4113139,7D135999544,DTDC,2026-08-08,1.0,Kerala,51.92,0.0,in_transit
4113140,77117079583,BlueDart,2026-08-08,0.1,Maharashtra,34.69,0.0,in_transit
4113141,7D135999545,DTDC,2026-08-08,0.5,Telangana,29.5,0.0,in_transit
4113142,34791187491816,ShipRocket,2026-08-08,0.09,Odisha,29.5,0.0,in_transit
4113143,77117079605,BlueDart,2026-08-08,0.2,Karnataka,34.69,0.0,in_transit
4113144,77117079620,BlueDart,2026-08-08,2.0,Maharashtra,64.43,0.0,pending
4113145,77117079631,BlueDart,2026-08-08,0.5,Delhi,34.69,0.0,in_transit
4113146,77117079642,BlueDart,2026-08-08,1.0,Uttar Pradesh,43.37,0.0,in_transit
4113147,26022370058602,Shree Maruti,2026-08-08,1.0,Gujarat,23.6,0.0,in_transit
4113148,77117079653,BlueDart,2026-08-08,1.0,Uttar Pradesh,43.37,0.0,pending
4113149,77117079664,BlueDart,2026-08-08,1.5,Maharashtra,47.08,0.0,pending
4113151,77117079686,BlueDart,2026-08-08,0.1,Odisha,34.69,0.0,in_transit
4113150,77117079675,BlueDart,2026-08-08,0.06,Karnataka,34.69,0.0,in_transit
4113162,77117301531,BlueDart,2026-08-08,1.0,West Bengal,43.37,0.0,in_transit
4113163,77117301542,BlueDart,2026-08-08,0.08,Delhi,34.69,0.0,in_transit
4113164,26022370058604,Shree Maruti,2026-08-08,0.25,Gujarat,23.6,0.0,pending
4113165,7D135999565,DTDC,2026-08-08,2.0,Tamil Nadu,66.08,0.0,in_transit
4113166,7D135999566,DTDC,2026-08-08,0.5,Himachal Pradesh,29.5,0.0,pending
4113167,26022370058605,Shree Maruti,2026-08-08,0.5,Gujarat,23.6,0.0,pending
4113168,77117301553,BlueDart,2026-08-08,0.5,Punjab,34.69,0.0,in_transit
4113169,DBLP0000035647,Ekart Logistics,2026-08-08,4.0,Kerala,79.06,0.0,in_transit
4113170,77117302290,BlueDart,2026-08-08,0.1,Uttar Pradesh,34.69,0.0,in_transit
4113171,77117302301,BlueDart,2026-08-08,0.25,Maharashtra,34.69,0.0,pending
4113172,26022370058614,Shree Maruti,2026-08-08,0.25,Gujarat,23.6,0.0,delivered
4113173,26022370058615,Shree Maruti,2026-08-08,0.5,Gujarat,23.6,0.0,in_transit
4113174,77117302312,BlueDart,2026-08-08,1.0,Jharkhand,43.37,0.0,in_transit
4113175,500623293680,Trackon,2026-08-08,0.5,Karnataka,31.86,0.0,in_transit
4113176,77117302323,BlueDart,2026-08-08,2.0,Karnataka,64.43,0.0,in_transit
4113177,77117302334,BlueDart,2026-08-08,1.0,Delhi,43.37,0.0,in_transit
4113178,77117302345,BlueDart,2026-08-08,0.25,Punjab,34.69,0.0,pending
4113179,77117302356,BlueDart,2026-08-08,1.0,Delhi,43.37,0.0,in_transit
4113180,77117302360,BlueDart,2026-08-08,0.23,Odisha,34.69,0.0,in_transit
4113181,77117302371,BlueDart,2026-08-08,1.0,Himachal Pradesh,43.37,0.0,in_transit
4113182,77117302382,BlueDart,2026-08-08,2.0,Delhi,64.43,0.0,in_transit
4113183,DBLP0000035649,Ekart Logistics,2026-08-08,5.0,Maharashtra,96.76,0.0,in_transit
4113184,77117303616,BlueDart,2026-08-08,0.19,Maharashtra,34.69,0.0,in_transit
4113185,77117303620,BlueDart,2026-08-08,0.25,Maharashtra,34.69,0.0,pending
4113186,7D135999596,DTDC,2026-08-08,2.0,Telangana,66.08,0.0,in_transit
4113187,DBLP0000035667,Ekart Logistics,2026-08-08,7.0,Tamil Nadu,132.16,0.0,in_transit
4113188,77117303631,BlueDart,2026-08-08,1.0,Delhi,43.37,0.0,in_transit
4113189,77117303642,BlueDart,2026-08-08,0.25,Andhra Pradesh,34.69,0.0,in_transit
4113190,77117303653,BlueDart,2026-08-08,0.25,Punjab,34.69,0.0,pending
4113191,77117303664,BlueDart,2026-08-08,0.25,Delhi,34.69,0.0,in_transit
4113193,DBLP0000035669,Ekart Logistics,2026-08-08,7.0,Odisha,132.16,0.0,in_transit
4113192,77117303675,BlueDart,2026-08-08,0.5,Uttar Pradesh,34.69,0.0,in_transit
4113194,77117303686,BlueDart,2026-08-08,0.25,Himachal Pradesh,34.69,0.0,in_transit
4113195,7D135999598,DTDC,2026-08-08,1.0,Uttarakhand,51.92,0.0,in_transit
4113196,26022370058627,Shree Maruti,2026-08-08,0.17,Gujarat,23.6,0.0,pending
4113197,77117303690,BlueDart,2026-08-08,0.25,Delhi,34.69,0.0,in_transit
4113198,77117304854,BlueDart,2026-08-08,1.0,Karnataka,43.37,0.0,in_transit
4113199,SSRP2054579796,ShipRocket,2026-08-08,0.24,Kerala,29.5,0.0,in_transit
4113200,500704184096,Trackon,2026-08-08,7.0,Telangana,120.36,0.0,in_transit
4113201,26022370058643,Shree Maruti,2026-08-08,0.5,Gujarat,23.6,0.0,in_transit
4113202,26022370058644,Shree Maruti,2026-08-08,3.0,Gujarat,67.26,0.0,in_transit
4113203,77117304865,BlueDart,2026-08-08,0.5,Karnataka,34.69,0.0,pending
4113204,77117304876,BlueDart,2026-08-08,0.25,Bihar,34.69,0.0,in_transit
4113207,DBLP0000035679,Ekart Logistics,2026-08-08,30.0,Andhra Pradesh,539.26,0.0,pending
4113205,77117304880,BlueDart,2026-08-08,0.22,Telangana,34.69,0.0,in_transit
4113206,77117304891,BlueDart,2026-08-08,0.02,Madhya Pradesh,34.69,0.0,in_transit
4113208,7D135999591,DTDC,2026-08-08,1.0,Delhi,51.92,0.0,in_transit
4113209,77117304902,BlueDart,2026-08-08,0.25,Punjab,34.69,0.0,in_transit
4113210,26022370058645,Shree Maruti,2026-08-08,0.18,Gujarat,23.6,0.0,pending
4113211,77117304913,BlueDart,2026-08-08,3.0,Uttar Pradesh,64.43,0.0,in_transit
4113212,7D135999594,DTDC,2026-08-09,1.0,Karnataka,51.92,0.0,in_transit
4113213,77117309205,BlueDart,2026-08-09,0.25,Delhi,34.69,0.0,pending
4113214,7D135999595,DTDC,2026-08-09,2.0,Maharashtra,66.08,0.0,in_transit
4113215,77117309220,BlueDart,2026-08-09,1.0,Delhi,43.37,0.0,pending
4113216,77117309231,BlueDart,2026-08-09,0.25,Chhattisgarh,34.69,0.0,pending
4113217,26022370058653,Shree Maruti,2026-08-09,0.25,Gujarat,23.6,0.0,pending
4113218,77117309242,BlueDart,2026-08-09,0.5,Delhi,34.69,0.0,in_transit
4113219,7D135999597,DTDC,2026-08-09,2.0,Haryana,66.08,0.0,in_transit
4113220,77117309264,BlueDart,2026-08-09,1.0,Karnataka,43.37,0.0,in_transit
4113221,7D135999600,DTDC,2026-08-09,0.5,Madhya Pradesh,29.5,0.0,in_transit
4113222,500704184195,Trackon,2026-08-09,1.5,Madhya Pradesh,54.28,0.0,pending
4113223,DBLP0000035705,Ekart Logistics,2026-08-09,5.0,Uttarakhand,96.76,0.0,in_transit
4113224,77117309275,BlueDart,2026-08-09,0.25,Karnataka,34.69,0.0,in_transit
4113225,500623293158,Trackon,2026-08-09,0.5,Tamil Nadu,31.86,0.0,in_transit
4113226,77117306486,BlueDart,2026-08-09,0.25,Karnataka,34.69,0.0,in_transit
4113227,77117306501,BlueDart,2026-08-09,0.25,Tamil Nadu,34.69,0.0,in_transit
4113228,7D135999604,DTDC,2026-08-09,2.0,Maharashtra,66.08,0.0,pending
4113229,500623293122,Trackon,2026-08-09,0.5,Uttar Pradesh,31.86,0.0,pending
4113230,500623293293,Trackon,2026-08-09,0.5,Rajasthan,31.86,0.0,in_transit
4113231,77117306512,BlueDart,2026-08-09,0.21,Maharashtra,34.69,0.0,in_transit
4113232,77117306523,BlueDart,2026-08-09,0.25,Uttar Pradesh,34.69,0.0,in_transit
4113233,500704184222,Trackon,2026-08-09,3.0,Madhya Pradesh,54.28,0.0,in_transit
4113234,77117306534,BlueDart,2026-08-09,1.0,Haryana,43.37,0.0,pending
4113235,34791187519142,ShipRocket,2026-08-09,0.25,Haryana,29.5,0.0,in_transit
4113236,DBLP0000035725,Ekart Logistics,2026-08-09,4.0,Jharkhand,79.06,0.0,pending
4113237,77117306545,BlueDart,2026-08-09,0.25,Maharashtra,34.69,0.0,in_transit
4113238,7D135999611,DTDC,2026-08-09,2.0,Madhya Pradesh,66.08,0.0,in_transit
4113239,77117306556,BlueDart,2026-08-09,0.5,West Bengal,34.69,0.0,in_transit
4113240,77117306560,BlueDart,2026-08-09,0.12,Maharashtra,34.69,0.0,in_transit
4113241,26022370058684,Shree Maruti,2026-08-09,0.08,Gujarat,23.6,0.0,pending
4113242,77117308236,BlueDart,2026-08-09,0.14,West Bengal,34.69,0.0,in_transit
4113243,77117308240,BlueDart,2026-08-09,0.2,Telangana,34.69,0.0,in_transit
4113244,77117308262,BlueDart,2026-08-09,1.0,Delhi,43.37,0.0,in_transit
4113245,77117308273,BlueDart,2026-08-09,0.25,Odisha,34.69,0.0,in_transit
4113246,77117308284,BlueDart,2026-08-09,0.25,Haryana,34.69,0.0,in_transit
4113247,26022370058675,Shree Maruti,2026-08-09,0.5,Gujarat,23.6,0.0,in_transit
4113248,77117308295,BlueDart,2026-08-09,0.25,Kerala,34.69,0.0,in_transit
4113249,77117308306,BlueDart,2026-08-09,0.2,Madhya Pradesh,34.69,0.0,in_transit
4113250,77117308310,BlueDart,2026-08-09,0.25,Maharashtra,34.69,0.0,in_transit
4113251,77117308332,BlueDart,2026-08-09,0.02,Uttar Pradesh,34.69,0.0,in_transit
4113252,77117308343,BlueDart,2026-08-09,0.25,Tamil Nadu,34.69,0.0,in_transit
4113253,77117308354,BlueDart,2026-08-09,0.1,Telangana,34.69,0.0,in_transit
4113254,500704184123,Trackon,2026-08-09,1.5,Telangana,54.28,0.0,in_transit
4113255,7D135999640,DTDC,2026-08-09,2.0,Madhya Pradesh,66.08,0.0,in_transit
4113256,26022370058676,Shree Maruti,2026-08-09,2.0,Gujarat,44.84,0.0,pending
4113257,7D135999641,DTDC,2026-08-09,2.0,Jharkhand,66.08,0.0,pending
4113258,7D135999627,DTDC,2026-08-09,2.0,Delhi,66.08,0.0,in_transit
4113259,7D135999628,DTDC,2026-08-09,2.0,Karnataka,66.08,0.0,in_transit
4113260,500704184537,Trackon,2026-08-09,1.5,Maharashtra,54.28,0.0,in_transit
4113261,26022370058661,Shree Maruti,2026-08-09,2.0,Gujarat,44.84,0.0,in_transit
4113262,7D135999629,DTDC,2026-08-09,2.0,Tamil Nadu,66.08,0.0,in_transit
4113263,77117310712,BlueDart,2026-08-09,1.0,Karnataka,43.37,0.0,pending
4113264,77117310734,BlueDart,2026-08-09,0.5,Maharashtra,43.37,0.0,in_transit
4113265,500704184303,Trackon,2026-08-09,1.5,Jharkhand,54.28,0.0,in_transit
4113266,26022370058662,Shree Maruti,2026-08-09,1.0,Gujarat,23.6,0.0,pending
4113267,500704184807,Trackon,2026-08-09,3.0,Telangana,54.28,0.0,in_transit
4113268,7D135999630,DTDC,2026-08-09,2.0,Tamil Nadu,66.08,0.0,in_transit
4113269,7D135999631,DTDC,2026-08-09,2.0,Tamil Nadu,66.08,0.0,in_transit
4113270,500623293203,Trackon,2026-08-09,0.5,Tamil Nadu,31.86,0.0,in_transit
4113271,77117310760,BlueDart,2026-08-09,0.25,West Bengal,34.69,0.0,in_transit
4113272,7D135999632,DTDC,2026-08-09,1.5,Bihar,66.08,0.0,in_transit
4113273,500623293410,Trackon,2026-08-09,0.5,Odisha,31.86,0.0,in_transit
4113274,DBLP0000035693,Ekart Logistics,2026-08-09,6.0,Delhi,114.46,0.0,in_transit
4113275,34791187519245,ShipRocket,2026-08-09,0.05,Punjab,29.5,0.0,in_transit
4113276,26022370058694,Shree Maruti,2026-08-09,0.2,Gujarat,23.6,0.0,in_transit
4113277,77117310421,BlueDart,2026-08-09,1.0,Kerala,43.37,0.0,in_transit
4113278,7D135999678,DTDC,2026-08-09,0.5,West Bengal,29.5,0.0,in_transit
4113279,31150410374555,Delhivery,2026-08-09,2.0,Bihar,84.96,0.0,in_transit
4113280,7D135999679,DTDC,2026-08-09,2.0,Punjab,66.08,0.0,in_transit
4113281,77117310432,BlueDart,2026-08-09,1.0,Delhi,43.37,0.0,in_transit
4113282,DBLP0000035731,Ekart Logistics,2026-08-09,6.0,Karnataka,114.46,0.0,pending
4113283,DBLP0000035733,Ekart Logistics,2026-08-09,4.0,Uttar Pradesh,79.06,0.0,in_transit
4113152,77117301483,BlueDart,2026-08-09,0.2,Maharashtra,34.69,0.0,in_transit
4113153,7D135999563,DTDC,2026-08-09,1.5,Andhra Pradesh,66.08,0.0,in_transit
4113154,7D135999564,DTDC,2026-08-09,2.0,Odisha,66.08,0.0,in_transit
4113155,500704185482,Trackon,2026-08-09,3.0,Uttar Pradesh,54.28,0.0,pending
4113156,DBLP0000035635,Ekart Logistics,2026-08-09,4.0,Uttar Pradesh,79.06,0.0,in_transit
4113157,77117301494,BlueDart,2026-08-09,0.5,Andhra Pradesh,34.69,0.0,in_transit
4113158,26022370058603,Shree Maruti,2026-08-09,0.02,Gujarat,23.6,0.0,in_transit
4113159,77117301505,BlueDart,2026-08-09,1.0,Uttar Pradesh,43.37,0.0,in_transit
4113160,77117301516,BlueDart,2026-08-09,0.25,Haryana,34.69,0.0,in_transit
4113161,31150310673212,Delhivery,2026-08-09,0.5,Uttarakhand,36.58,0.0,in_transit
4115267,7D135999615,DTDC,2026-08-09,2.0,Uttar Pradesh,66.08,0.0,in_transit
4115273,DBLP0000035709,Ekart Logistics,2026-08-09,4.0,Rajasthan,79.06,0.0,in_transit
4115279,77117306593,BlueDart,2026-08-09,0.25,West Bengal,34.69,0.0,in_transit
4115285,7D135999622,DTDC,2026-08-09,1.5,Jharkhand,66.08,0.0,in_transit
4115291,500704184555,Trackon,2026-08-09,1.5,Rajasthan,54.28,0.0,in_transit
4115297,7D135999643,DTDC,2026-08-09,2.0,West Bengal,66.08,0.0,in_transit
4115303,500623293104,Trackon,2026-08-09,0.5,Uttar Pradesh,31.86,0.0,delivered
4115309,7D135999633,DTDC,2026-08-09,1.0,Maharashtra,51.92,0.0,in_transit
4115315,7D135999634,DTDC,2026-08-09,1.0,Punjab,51.92,0.0,in_transit
4115321,DBLP0000035695,Ekart Logistics,2026-08-09,4.0,Delhi,79.06,0.0,in_transit
4115327,7D135999680,DTDC,2026-08-09,2.0,Tamil Nadu,66.08,0.0,in_transit
4115333,7D135999682,DTDC,2026-08-09,2.0,Andhra Pradesh,66.08,0.0,pending
4115339,77117310502,BlueDart,2026-08-09,1.0,Tamil Nadu,43.37,0.0,pending
4115345,77117312075,BlueDart,2026-08-09,0.25,Karnataka,34.69,0.0,in_transit
4115351,7D135999655,DTDC,2026-08-09,1.0,Madhya Pradesh,51.92,0.0,in_transit
4115357,77117312241,BlueDart,2026-08-09,1.0,Tamil Nadu,43.37,0.0,in_transit
4115363,500623293221,Trackon,2026-08-09,0.5,Maharashtra,31.86,0.0,in_transit
4115369,77117312370,BlueDart,2026-08-09,0.07,Kerala,34.69,0.0,in_transit
4115375,77117313906,BlueDart,2026-08-09,0.25,Uttar Pradesh,34.69,0.0,pending
4115381,77117313943,BlueDart,2026-08-09,0.07,Delhi,34.69,0.0,in_transit
4115387,500704185284,Trackon,2026-08-09,2.0,Madhya Pradesh,54.28,0.0,in_transit
4115393,77117314282,BlueDart,2026-08-09,1.0,Maharashtra,43.37,0.0,in_transit
4115399,26022370058729,Shree Maruti,2026-08-09,1.5,Gujarat,44.84,0.0,pending
4115405,77117314341,BlueDart,2026-08-09,0.5,Tamil Nadu,34.69,0.0,in_transit
4115411,77117315273,BlueDart,2026-08-09,0.25,Jharkhand,34.69,0.0,pending
4115417,500704184573,Trackon,2026-08-09,3.0,Karnataka,54.28,0.0,in_transit
4115423,77117315343,BlueDart,2026-08-09,0.21,Delhi,34.69,0.0,in_transit
4115429,77117316290,BlueDart,2026-08-09,0.5,Haryana,34.69,0.0,in_transit
4115435,77117316312,BlueDart,2026-08-09,0.07,Andhra Pradesh,34.69,0.0,in_transit
4115441,34791187519794,ShipRocket,2026-08-09,0.16,Andhra Pradesh,29.5,0.0,pending
4115447,7D135999761,DTDC,2026-08-09,2.0,Delhi,66.08,0.0,in_transit
4115453,DBLP0000035789,Ekart Logistics,2026-08-09,5.0,Uttar Pradesh,96.76,0.0,in_transit
4115459,7D135999567,DTDC,2026-08-09,2.0,Kerala,66.08,0.0,in_transit
4115465,26022370058606,Shree Maruti,2026-08-09,0.02,Gujarat,23.6,0.0,pending
4115471,7D135999570,DTDC,2026-08-09,0.22,Karnataka,29.5,0.0,in_transit
4115477,500704184033,Trackon,2026-08-09,1.5,Tamil Nadu,54.28,0.0,in_transit
4115483,26022370058621,Shree Maruti,2026-08-09,0.5,Gujarat,23.6,0.0,in_transit
4115488,77117303782,BlueDart,2026-08-09,0.25,Karnataka,34.69,0.0,in_transit
4115494,500704184060,Trackon,2026-08-09,3.0,Maharashtra,54.28,0.0,pending
4115500,77117303863,BlueDart,2026-08-09,0.25,Haryana,34.69,0.0,in_transit
4115506,7D135999616,DTDC,2026-08-09,2.0,Madhya Pradesh,66.08,0.0,in_transit
4115512,77117305016,BlueDart,2026-08-09,0.22,Maharashtra,34.69,0.0,in_transit
4115517,77117309334,BlueDart,2026-08-09,0.18,Delhi,34.69,0.0,in_transit
4115523,7D135999617,DTDC,2026-08-09,3.0,Tamil Nadu,79.06,0.0,pending
4115535,77117306696,BlueDart,2026-08-09,2.0,Karnataka,64.43,0.0,in_transit
4115529,77117309426,BlueDart,2026-08-09,0.22,Karnataka,34.69,0.0,in_transit
4115541,7D135999624,DTDC,2026-08-09,1.0,Maharashtra,51.92,0.0,in_transit
4115547,500623293473,Trackon,2026-08-09,0.5,West Bengal,31.86,0.0,in_transit
4115553,DBLP0000035719,Ekart Logistics,2026-08-09,16.0,Karnataka,291.46,0.0,pending
4115559,7D135999647,DTDC,2026-08-09,2.0,Maharashtra,66.08,0.0,in_transit
4115565,77117311036,BlueDart,2026-08-09,0.14,Rajasthan,34.69,0.0,in_transit
4115571,7D135999784,DTDC,2026-08-09,4.0,Uttar Pradesh,95.58,0.0,in_transit
4115577,DBLP0000035699,Ekart Logistics,2026-08-09,14.0,Karnataka,256.06,0.0,pending
4115583,500704185698,Trackon,2026-08-09,1.5,Maharashtra,54.28,0.0,in_transit
4115589,7D135999685,DTDC,2026-08-09,1.0,Uttar Pradesh,51.92,0.0,in_transit
4115595,26022370058698,Shree Maruti,2026-08-09,0.22,Gujarat,23.6,0.0,pending
4115601,26022370058707,Shree Maruti,2026-08-09,1.0,Gujarat,23.6,0.0,delivered
4115606,77117312226,BlueDart,2026-08-09,1.0,Uttar Pradesh,43.37,0.0,pending
4115612,7D135999695,DTDC,2026-08-09,0.5,Maharashtra,29.5,0.0,in_transit
4115618,DBLP0000035743,Ekart Logistics,2026-08-09,5.0,Madhya Pradesh,96.76,0.0,in_transit
4115624,77117312554,BlueDart,2026-08-09,0.06,Maharashtra,34.69,0.0,in_transit
4115630,77117313980,BlueDart,2026-08-09,0.5,Madhya Pradesh,34.69,0.0,in_transit
4115636,7D135999785,DTDC,2026-08-09,1.0,Kerala,51.92,0.0,in_transit
4115642,7D135999710,DTDC,2026-08-09,2.0,Tamil Nadu,66.08,0.0,in_transit
4115648,500704184834,Trackon,2026-08-09,3.0,Tamil Nadu,54.28,0.0,in_transit
4115654,34791187519665,ShipRocket,2026-08-09,0.25,Telangana,29.5,0.0,in_transit
4115666,77117315435,BlueDart,2026-08-09,2.0,Rajasthan,64.43,0.0,pending
4115660,77117314411,BlueDart,2026-08-09,2.0,Madhya Pradesh,64.43,0.0,in_transit
4115672,77117315505,BlueDart,2026-08-09,1.0,Delhi,43.37,0.0,in_transit
4115678,77117315531,BlueDart,2026-08-09,0.15,Karnataka,34.69,0.0,in_transit
4115684,7D135999762,DTDC,2026-08-09,1.0,Maharashtra,51.92,0.0,in_transit
4115690,77117316441,BlueDart,2026-08-09,0.5,Uttar Pradesh,34.69,0.0,in_transit
4115696,77117316500,BlueDart,2026-08-09,0.25,Maharashtra,34.69,0.0,pending
4115702,DBLP0000035779,Ekart Logistics,2026-08-09,5.0,Karnataka,96.76,0.0,pending
4115708,77117317292,BlueDart,2026-08-09,0.03,Maharashtra,34.69,0.0,in_transit
4115714,77117301656,BlueDart,2026-08-09,0.5,Maharashtra,34.69,0.0,in_transit
4115720,284931171751586,ShipRocket,2026-08-09,0.25,Maharashtra,29.5,0.0,in_transit
